Zipcode,Median Age,Household Income,Per Capita Income,Employment rate,Has Starbucks
70043,31.8,39461,21237,0.473278206,N
70047,39.8,67107,30774,0.555203585,N
70049,41.7,41227,17622,0.389425287,N
70051,43.7,39583,24060,0.496115427,N
70052,35.2,44760,22159,0.424802828,N
70053,35.9,32561,20307,0.46741289,N
70056,34.5,50672,24355,0.527920435,Y
70057,36.9,42262,20217,0.451744938,N
70058,34.5,47898,22458,0.502240563,Y
70062,37.5,34778,17844,0.534240258,Y
70065,39.1,53282,28849,0.536409814,Y
70067,39.6,49761,24817,0.498757764,Y
70068,34.7,54048,22243,0.512927,N
70070,37.5,61760,28594,0.513906548,N
70071,36.4,60536,26674,0.453181439,N
70072,37,41948,21205,0.460811582,Y
70075,33.1,60135,21869,0.490170091,N
70076,13.6,31250,6969,0.330769231,N
70079,37,56100,25786,0.46071775,N
70080,46.1,61806,22885,0.565802113,N
70082,37,84643,23514,0.486486486,N
70083,39.5,40194,16833,0.388405797,N
70084,39.2,47721,20183,0.455721795,N
70085,37.3,36185,17125,0.420853975,N
70086,29.3,32656,14872,0.455308435,N
70087,33.3,48125,21719,0.484838237,N
70090,42.3,60000,25609,0.521050599,N
70091,25,41591,14760,0.464285714,N
70092,32.8,41236,19450,0.499742268,N
70094,36.2,34922,17845,0.473485689,N
70112,29.9,20457,26012,0.486672399,N
70113,35.7,18446,14380,0.450576404,Y
70114,33.5,31537,17974,0.459202734,N
70115,36.9,50765,42425,0.587849739,Y
70116,42.3,33091,34167,0.604606844,N
70117,39,26431,18744,0.479011541,N
70118,30.6,39576,30677,0.493068168,Y
70119,34.6,29071,21062,0.504048362,Y
70121,46.5,39350,26281,0.579207499,N
70122,37.2,37433,23123,0.501458941,N
70123,43.9,59087,36550,0.561101549,Y
70124,37.5,74683,44865,0.583036773,Y
70125,32.2,38912,25525,0.503939939,N
70126,34.9,27823,15572,0.423929352,N
70127,29.9,27096,14864,0.44957759,N
70128,33.9,40168,20203,0.485735023,N
70129,34,34635,15265,0.443090701,N
70130,36,50914,51579,0.665465032,Y
70131,36.9,50934,28827,0.516545244,N
70301,36.7,50428,25208,0.490308703,Y
70339,43.4,52574,26160,0.466822664,N
70340,35.5,14348,6643,0.23364486,N
70341,38.6,28670,17720,0.415426871,N
70342,30.8,45518,23319,0.463977524,N
70343,34.3,67621,26481,0.487390029,N
70344,36.2,43074,18642,0.413685848,N
70345,35,56941,23231,0.4380639,N
70346,34.7,35586,18635,0.43529516,N
70352,48.9,39792,20154,0.47826087,N
70353,45.1,55333,21522,0.421534937,N
70354,39.9,42350,21801,0.437193764,N
70355,36.7,42770,20348,0.49116905,N
70356,37.8,19135,15859,0.385871965,N
70357,38.8,50000,26801,0.423357664,N
70358,46.4,39886,20292,0.50117096,N
70359,30.9,46577,21422,0.462749706,N
70360,37.3,66316,31192,0.518564264,Y
70363,32.8,45722,19456,0.454823045,Y
70364,34.2,51060,23535,0.479320606,N
70372,38.4,44202,21416,0.536378335,N
70373,39.4,44901,24096,0.456806875,N
70374,37.2,53410,28491,0.506412909,N
70377,43.7,51176,19907,0.385552468,N
70380,38.8,43417,22338,0.477446771,N
70390,38.7,45774,20985,0.378532609,N
70391,52.9,62647,24694,0.443089431,N
70392,35.3,50748,23148,0.473141231,Y
70393,36.3,17465,14559,0.468487395,N
70394,36.5,48196,24991,0.490551828,N
70395,36.9,47304,33652,0.48200313,N
70397,25.9,30893,11525,0.317325228,N
70401,30.1,36727,24123,0.555098883,Y
70403,34.6,39793,21625,0.505625744,Y
70420,38.9,60976,25613,0.493562696,N
70422,33.6,36263,17851,0.434027317,Y
70426,37.3,31028,13723,0.344563092,N
70427,38.3,29319,17191,0.393460765,N
70431,46.9,64877,30415,0.532716049,Y
70433,40.6,62889,34147,0.483806516,Y
70435,40.4,59045,28665,0.514379715,N
70436,57.5,21000,11618,0.284241532,N
70437,45.7,47806,25995,0.484420336,N
70438,40.6,35622,20447,0.425005597,N
70441,36.5,30759,19182,0.423060884,N
70442,65.2,45673,46162,0.266009852,N
70443,34.1,35408,17246,0.416505688,N
70444,40.8,32477,19800,0.4282196,N
70445,43.4,42603,24681,0.487428886,N
70446,36.8,58224,21874,0.460909234,N
70447,33.9,96146,41862,0.500642202,N
70448,40,79838,36180,0.501947713,Y
70449,45.3,48857,30133,0.467653936,N
70450,37.9,25327,15707,0.410829103,N
70452,43.8,47909,24026,0.464386732,N
70453,37.5,75096,21105,0.575070822,N
70454,36.2,52638,24740,0.529928444,N
70455,41,34727,15952,0.360455655,N
70456,31.8,30930,13452,0.481879195,N
70458,39.3,52571,26698,0.49025604,Y
70460,34.5,43944,22361,0.499321451,Y
70461,37.9,59006,27864,0.498084699,Y
70462,41.1,46042,26282,0.492917305,N
70463,47.9,75485,41159,0.608695652,N
70464,31.5,14859,13722,0.243980738,N
70465,36.1,26053,13621,0.461422088,N
70466,33.2,40440,18794,0.517762399,N
70471,41.1,80132,41063,0.48583695,Y
70501,35.3,24411,15707,0.470197548,Y
70503,34.5,64778,36639,0.545075987,Y
70506,31.8,43491,25212,0.557732265,Y
70507,33.4,53289,26085,0.54610564,N
70508,34.8,69131,38622,0.569678238,Y
70510,37.1,41077,21704,0.480771506,N
70512,38.9,47027,20128,0.442788509,N
70514,42.7,30865,19476,0.473948812,N
70515,32.4,37391,16088,0.317000541,N
70516,39.6,66250,22861,0.563739377,N
70517,35.4,42767,22239,0.48225154,N
70518,35.2,62279,34999,0.536321605,Y
70519,52.3,56906,44810,0.871212121,N
70520,34.1,50129,25130,0.522333542,N
70523,48.6,26250,15142,0.3392,N
70524,45.7,47115,18482,0.343495935,N
70525,31.6,35788,20154,0.434866469,N
70526,34.5,34447,17900,0.417655269,N
70528,36.1,41923,19933,0.440954774,N
70529,32.1,44354,26034,0.507696299,N
70531,39,35133,18026,0.484282073,N
70532,42.3,44795,23195,0.466911765,N
70533,38.8,48112,22245,0.486766398,N
70534,32.2,60833,22754,0.438883542,N
70535,36.3,39645,20375,0.449062257,N
70537,44.9,33875,17692,0.650909091,N
70538,38.8,37010,19944,0.425814316,N
70541,32.4,31467,23026,0.396325459,N
70542,38.8,45438,23170,0.423655292,N
70543,34.5,43567,20169,0.475604089,N
70544,36.1,36598,18510,0.455030553,N
70546,35.9,41711,21222,0.395930269,N
70548,38.2,37330,20656,0.417730355,N
70549,40.6,33182,19041,0.398060606,N
70552,35.7,40571,23679,0.574740696,N
70554,32.6,25198,15979,0.388203018,N
70555,33.1,61971,27190,0.482604607,N
70556,27.6,22604,21309,0.485611511,N
70559,34.5,37875,22352,0.397278314,N
70560,34.1,40663,19700,0.454278257,Y
70563,39.2,62208,33352,0.489027539,N
70570,35.1,31958,17373,0.384771625,N
70576,32.2,38500,13530,0.225964483,N
70577,30.4,42784,20149,0.440422323,N
70578,39.3,42263,21921,0.462161339,N
70581,53.2,45167,27015,0.492044064,N
70582,37.6,37292,20783,0.483036493,N
70583,38.5,48964,26249,0.517768437,N
70584,35.9,50775,24031,0.440934431,N
70585,44.3,82250,34930,0.52173913,N
70586,37,33019,19009,0.361286063,N
70589,40.8,35625,22553,0.396213882,N
70591,35.1,40381,18766,0.412382954,N
70592,33.1,82115,32578,0.536634766,N
70601,37.6,29882,19235,0.493551572,Y
70605,38.1,57490,35541,0.525990676,Y
70607,31.6,36201,20473,0.532556908,N
70611,37.2,65534,28634,0.482472946,N
70615,35.3,32711,17960,0.425359642,N
70630,41.3,72649,29913,0.368805849,N
70631,45.4,63571,31951,0.505481121,N
70632,51.1,59219,26735,0.637647059,N
70633,37.9,39311,19941,0.408242717,N
70634,36.1,46123,22405,0.460308487,N
70637,23.8,49291,20838,0.434394904,N
70638,31.3,50769,19352,0.456120092,N
70639,36.8,34398,17351,0.378892734,N
70640,42.1,27750,14077,0.207920792,N
70643,33.8,51250,28694,0.496932515,N
70644,19.5,47768,16774,0.220183486,N
70645,42.9,62895,33943,0.422134387,N
70646,22.6,52596,11092,0.4752,N
70647,36,53397,24145,0.506319115,N
70648,38.6,41967,18514,0.386057411,N
70650,30.8,83529,26552,0.511961722,N
70651,39.5,64688,25747,0.588235294,N
70652,36.3,46856,27155,0.462370437,N
70653,41,41607,22408,0.439790576,N
70654,47.3,67670,21750,0.770992366,N
70655,39.2,36447,20264,0.364477041,N
70656,39.2,34637,20876,0.377416643,N
70657,34.6,54138,24196,0.381465103,N
70658,35.2,50372,24537,0.41567696,N
70659,34.9,44167,21289,0.486851457,N
70660,41.2,54353,15464,0.301115242,N
70661,39.3,29412,19315,0.361352216,Y
70662,35,24894,19458,0.204968944,N
70663,37.6,45326,23553,0.459303151,Y
70665,32.1,59524,24639,0.47434373,N
70668,41.6,36548,21487,0.44611268,N
70669,34.4,46862,22816,0.474461293,N
70706,34,67098,25761,0.507803993,N
70710,29.8,46777,22616,0.529118573,N
70711,30.9,47759,20428,0.481433824,N
70712,42.5,73906,4174,0.071524966,N
70714,35.4,44439,21124,0.483460434,N
70715,41.4,43177,18581,0.438267993,N
70719,37,54514,26526,0.537990474,N
70721,24.6,53203,16062,0.406546081,N
70722,38.5,42687,24169,0.461832061,N
70723,30.6,26444,13904,0.347133758,N
70725,33.8,69067,28199,0.579192547,N
70726,33.8,57246,25447,0.505909898,Y
70729,35.5,71625,29211,0.515212982,N
70730,46.3,53333,29917,0.469072165,N
70732,50.5,49432,25198,0.419945105,Y
70733,44.9,37122,24110,0.48211037,N
70734,31.8,74555,28687,0.453170529,N
70736,24.5,53393,16252,0.546003017,N
70737,34.8,60590,26991,0.513144784,Y
70739,38.6,73424,33352,0.539583935,N
70740,37.5,49250,28272,0.434749035,N
70743,46.7,146111,48587,0.744186047,N
70744,37.9,38856,22015,0.441055911,N
70747,40.7,24479,20252,0.365591398,N
70748,43,41489,17350,0.304813665,N
70749,47.4,42716,32112,0.533671253,N
70750,42.8,31188,20711,0.319148936,N
70752,39.5,62863,28435,0.470103093,N
70753,46.8,41250,18865,0.396923077,N
70754,38.8,55758,24260,0.421058471,N
70755,39.8,60787,25483,0.502026114,N
70756,50.3,30972,49989,0.502824859,N
70757,38,40089,25404,0.532273152,N
70759,50.1,32396,19750,0.486842105,N
70760,43.6,33176,21094,0.382216734,N
70761,44.9,34583,18604,0.413249211,N
70762,51.2,54167,33743,0.445355191,N
70763,40,71661,33581,0.518225487,N
70764,35.6,45608,22396,0.467479447,N
70767,36.5,50000,24600,0.498318084,N
70769,34.1,88494,32972,0.536925245,N
70770,41,86958,34196,0.565622354,N
70772,43.4,43281,26802,0.54954955,N
70773,28.3,54429,27293,0.473913043,N
70774,37.7,54357,26048,0.502348741,N
70775,41.4,62517,29004,0.465763662,N
70776,41.9,60726,14395,0.20637648,N
70777,37.2,64718,26629,0.523043478,N
70778,34.8,67951,30322,0.537966538,N
70780,41.6,54345,25973,0.543696829,N
70782,48.6,26000,24396,0.595959596,N
70783,40.3,51198,24087,0.425756031,N
70785,34.2,61977,25132,0.538181295,N
70788,38.4,33942,19106,0.455849057,N
70789,33.2,30036,11456,0.290676417,N
70791,35.5,61561,26026,0.47233991,Y
70802,31.4,25043,14499,0.49769501,N
70803,19.5,21333,4376,0.378429518,N
70805,28.5,28031,13418,0.463083284,N
70806,33.8,38504,27541,0.538543897,N
70807,27.5,24646,12025,0.403867403,N
70808,31.3,64650,38609,0.572241749,Y
70809,35.5,59230,43085,0.586870112,Y
70810,34.4,73894,42161,0.574109824,Y
70811,32.6,44965,19410,0.493148677,N
70812,34.4,43948,19871,0.512061983,N
70814,34.2,53073,22500,0.526336401,N
70815,34.2,47979,24507,0.508990788,N
70816,31.9,50057,28140,0.572084183,Y
70817,39.2,88490,39184,0.563801157,Y
70818,41,65948,29116,0.515310403,N
70819,32.2,45032,18603,0.466358284,N
70820,22.5,25790,21163,0.605035279,N
71001,43.8,29153,21822,0.449879886,N
71003,37.9,32321,21013,0.487586207,N
71004,45.4,28988,18614,0.39503386,N
71006,39.7,75120,29679,0.495674946,N
71007,36,71447,31919,0.549222798,N
71008,38.3,38929,19627,0.411764706,N
71016,39.8,34360,19574,0.406716418,N
71018,51,34948,20358,0.449506454,N
71019,38.2,37588,21132,0.409001276,N
71021,46.1,18015,13609,0.351701783,Y
71023,42.8,38632,22830,0.469538462,N
71024,38.1,27266,17587,0.343626807,N
71027,41.6,36514,18970,0.504428904,N
71028,50.1,32955,22002,0.490115883,N
71029,59.6,29063,22751,0.415384615,N
71030,37.4,43893,20083,0.468876861,N
71031,49.8,44250,20250,0.342885375,N
71032,43.6,48958,28672,0.509667824,N
71033,46.1,46442,25701,0.44421729,N
71034,31.3,37250,15176,0.389830508,N
71037,36.2,64447,29374,0.534517375,N
71038,45.2,30017,19705,0.425418216,N
71039,40.6,41108,19709,0.446672744,N
71040,38.8,34936,16237,0.409562472,N
71043,31.7,33816,15624,0.327846365,N
71044,56,32153,28171,0.435126582,N
71045,39.3,39167,23064,0.490952955,N
71046,37.9,41825,23280,0.391012743,N
71047,39.1,52837,22112,0.44285835,N
71048,53.6,26500,23888,0.652631579,N
71049,37.3,31761,18151,0.396001194,N
71051,41.2,42332,30631,0.477672035,N
71052,37,28528,19432,0.41147541,N
71055,41.1,37870,21084,0.43364053,N
71060,42.3,50380,20908,0.485769231,N
71061,50.8,32773,21683,0.36819788,N
71063,49,27566,21674,0.459214502,N
71064,48.8,34030,19982,0.386414531,N
71065,41.5,36125,22113,0.397831526,N
71067,33.7,45420,18744,0.482271394,N
71068,44.2,30846,18430,0.329726651,N
71069,46.8,19875,16859,0.339449541,N
71070,44.6,40536,18272,0.385281385,N
71071,31.8,49737,18999,0.40862423,N
71072,46.2,43015,24082,0.466257669,N
71073,37.5,37900,18912,0.49977221,N
71075,39.9,26146,16263,0.365372861,N
71078,42.1,63343,26732,0.507741093,N
71079,20.2,65625,10556,0.3984375,N
71082,48,29505,22587,0.454673935,N
71101,36.3,20410,12931,0.396131395,Y
71103,36.2,22695,13335,0.390105338,N
71104,32.8,41970,24887,0.55378128,N
71105,35.4,57798,34128,0.573465538,Y
71106,39.1,49644,33917,0.481159173,Y
71107,34.9,38920,19372,0.407448779,N
71108,31.2,31034,14019,0.438537508,N
71109,36.1,22255,14792,0.429620677,N
71110,22.1,41886,19524,0.562480026,Y
71111,33.2,50526,28181,0.536867168,Y
71112,34.8,51790,25153,0.531683766,Y
71115,37.5,57650,40078,0.519363762,N
71118,35.2,48041,24182,0.504597349,N
71119,39.3,56113,29078,0.567881329,N
71129,33.1,44738,25050,0.568292312,N
71201,39.6,42507,33747,0.514831905,Y
71202,30.3,22386,10704,0.349700753,N
71203,31.4,41229,21853,0.472313938,N
71219,41,29516,25851,0.447907391,N
71220,37.5,28600,16288,0.405881851,N
71222,39.5,25020,13605,0.330260732,N
71223,30.6,15833,9715,0.299465241,N
71225,34.4,60108,26156,0.474177215,N
71226,40.8,31018,18076,0.464508802,N
71227,32.8,46328,25237,0.521644432,N
71229,35.9,45658,18849,0.37544484,N
71232,40.8,38207,19010,0.475407316,N
71233,40.8,31333,22772,0.523404255,N
71234,46.2,50052,23213,0.458160729,N
71235,44.6,47038,23069,0.446653246,N
71237,29.8,30380,12101,0.251953125,N
71238,40,59643,25711,0.528541226,N
71241,39.1,36541,20505,0.44070325,N
71243,42.9,26875,18631,0.333333333,N
71245,24.7,24104,9844,0.403030303,N
71247,29.2,28750,14271,0.407441016,N
71250,55,28750,15608,0.65,N
71251,39.4,37775,18510,0.37354128,N
71253,23.5,23750,14231,0.350543478,N
71254,32.6,22460,11044,0.301340646,N
71256,34.8,22500,11935,0.337868481,N
71259,35.4,36477,16988,0.390495868,N
71260,43.7,43526,20802,0.446428571,N
71261,52,24444,20060,0.430758525,N
71263,42.3,33203,19164,0.439818319,N
71264,45.4,39514,22529,0.467579909,N
71266,39.9,40705,19605,0.423664122,N
71268,39.8,40889,23433,0.397023331,N
71269,36.8,37490,18803,0.431259271,N
71270,27.6,34546,21917,0.501587505,Y
71275,37.2,42670,21590,0.533857089,N
71276,51,32273,12464,0.448179272,N
71277,44.9,39659,17316,0.38421659,N
71280,37.8,43033,23962,0.455899533,N
71282,34.1,25155,13222,0.404651577,N
71286,49.5,33438,24237,0.52362949,N
71291,36,48191,25180,0.505379505,N
71292,37.6,35491,19616,0.476219085,N
71295,35.9,31850,16495,0.368367068,N
71301,35.1,32065,18587,0.412045973,Y
71302,34.6,29306,14805,0.416464737,N
71303,37,48356,27502,0.479100453,N
71322,39.5,30662,16203,0.416928796,N
71323,31,52500,28650,0.415448852,N
71325,28.3,31599,31326,0.340425532,N
71326,39.5,30538,15047,0.357980162,N
71327,36.5,38795,14055,0.327949327,N
71328,39.1,49284,21422,0.441534634,N
71331,34.3,37109,18372,0.353151011,N
71333,46.2,24128,25946,0.325991189,N
71334,34.9,21291,13884,0.361034164,N
71336,46.4,33646,23484,0.471711976,N
71339,59.2,80972,53312,0.226950355,N
71340,33.7,30560,19909,0.234491315,N
71341,41.6,35426,17833,0.44815588,N
71342,37.8,47457,24146,0.451503053,N
71343,40.3,41734,21212,0.429437564,N
71345,56,9931,8495,0.008064516,N
71346,37.9,38125,24903,0.4609375,N
71350,45.1,35417,20321,0.467892219,N
71351,39.9,32115,17723,0.423714985,N
71353,43.4,26719,19660,0.346294046,N
71354,38.2,39539,20273,0.406688242,N
71355,35.1,33266,21398,0.418364334,N
71356,34.1,16523,12479,0.268472906,N
71357,43,29306,17770,0.41117416,N
71358,48.9,37500,17670,0.42043222,N
71360,38.4,44004,24148,0.468847397,N
71362,32.5,39491,20790,0.442360728,N
71366,41.9,28333,19602,0.369278997,N
71367,40.6,40341,17379,0.398319328,N
71368,40,22287,15253,0.375737705,N
71369,35.3,30298,14390,0.353690521,N
71371,39.2,54219,27720,0.507682852,N
71373,38.6,36201,18136,0.482953742,N
71375,37.7,22344,12880,0.368334701,N
71377,60.5,15833,5441,0.269230769,N
71378,42.4,25625,17362,0.385664199,N
71403,39.4,45923,22917,0.436198494,N
71404,39.6,45583,23852,0.430272109,N
71405,35.8,55242,23941,0.494461052,N
71406,39.4,66036,20629,0.386920981,N
71407,37.1,39196,19977,0.329249617,N
71409,43.1,46067,22858,0.440537746,N
71410,36.9,35625,11067,0.223880597,N
71411,33.4,39464,19664,0.357272398,N
71414,42.5,31250,18430,0.549707602,N
71416,37.5,30263,17031,0.467611336,N
71417,37.9,32077,19554,0.414670341,N
71418,40.2,39329,23980,0.428048974,N
71419,44.8,37227,22414,0.407572383,N
71422,45,35048,16948,0.396658416,N
71423,36.6,50259,23171,0.480129765,N
71424,38.6,39125,19104,0.355279503,N
71425,50.2,41250,20491,0.283783784,N
71426,37.9,63125,21817,0.458937198,N
71427,51.9,26685,20912,0.350877193,N
71429,48,35208,21778,0.424630148,N
71430,30,47786,17511,0.479483501,N
71432,37.7,40357,18300,0.429493088,N
71433,36.8,40231,18820,0.384256989,N
71435,45.3,38720,21643,0.467145791,N
71438,41.9,45781,23034,0.490095378,N
71439,38.2,38468,20342,0.505494505,N
71441,31.5,27589,16956,0.434701493,N
71446,33.9,48170,23718,0.468992579,N
71447,35.1,35764,17264,0.423223835,N
71449,43,34385,24060,0.40994183,N
71450,33,53750,19133,0.379038613,N
71452,53.8,33571,20854,0.432432432,N
71454,42.9,40025,20099,0.386690647,N
71455,34.9,28173,13404,0.474074074,N
71456,50.9,34200,23886,0.468957871,N
71457,30.6,31515,21112,0.467214301,N
71459,22,46517,16843,0.494901263,Y
71461,33.6,40318,21612,0.512071651,N
71462,37.4,29231,22933,0.390343699,N
71463,40.8,30955,16738,0.31225997,N
71465,36.2,35081,19568,0.422471124,N
71466,32.3,39063,14553,0.378666667,N
71467,36.5,44839,16533,0.297919665,N
71468,38.9,37500,17091,0.361173815,N
71469,35.6,42500,19831,0.43812045,N
71472,55.7,14118,7940,0.325,N
71473,43.1,39375,15985,0.35218509,N
71474,35.3,62188,28330,0.491108071,N
71479,55.7,41389,21443,0.476727786,N
71480,37.4,38182,11477,0.198398577,N
71483,38.4,34489,16803,0.360505473,N
71485,41.7,62470,33235,0.49890782,N
71486,35.5,34645,20242,0.386504121,N
71601,28.9,25268,13493,0.412574783,N
71602,39.6,43982,22298,0.466731423,N
71603,39.4,40730,21576,0.468176344,N
71630,39.4,36146,18641,0.488245931,N
71631,47.6,20114,15129,0.438650307,N
71635,41,39646,20518,0.472518655,N
71638,38.6,20226,10743,0.274905762,N
71639,40.3,25201,21239,0.451231527,N
71640,41.8,21276,13053,0.396825397,N
71642,30.6,26458,14269,0.377952756,N
71643,36.6,21719,12003,0.295116773,N
71644,36.2,34167,6281,0.118890977,N
71646,37,32689,20056,0.402906009,N
71647,37.5,33889,22261,0.389830508,N
71651,43.6,81087,41193,0.225,N
71652,50.6,30375,18773,0.387772926,N
71653,48.7,34414,23411,0.422328086,N
71654,33.6,29675,18074,0.43226213,N
71655,34.8,30280,16795,0.476982592,N
71658,35.1,31250,14102,0.36834925,N
71659,67.1,38324,18813,0.100840336,N
71660,39.6,43935,20199,0.424090339,N
71661,38.6,23250,12887,0.303724928,N
71662,24,13125,6975,0.415584416,N
71663,37.9,25500,16617,0.409313725,N
71665,38.3,42935,21180,0.463234111,N
71666,38.4,14659,27078,0.37254902,N
71667,37.2,32024,19427,0.446654159,N
71670,46.5,51316,23670,0.603809524,N
71671,40.3,30439,18843,0.430599186,N
71674,50.2,46923,19664,0.431561997,N
71675,48.6,33696,18715,0.382264529,N
71676,52.7,27500,17377,0.406015038,N
71677,35.6,16042,8511,0.273809524,N
71701,42.5,31388,18810,0.439756613,N
71720,34.2,42011,19921,0.474152687,N
71722,57,13750,9570,0.319148936,N
71724,53,32931,19373,0.489913545,N
71725,54.3,26563,15185,0.272727273,N
71726,58.5,26484,16281,0.403361345,N
71730,39.1,37795,21067,0.452117691,N
71740,38,47596,20953,0.399382716,N
71742,38.2,28685,16078,0.414016769,N
71743,40.6,36413,17974,0.472755695,N
71744,48.5,30149,18403,0.430214486,N
71745,44.1,25625,18721,0.46124031,N
71747,47.8,32841,16495,0.422442244,N
71749,41.2,36250,18473,0.397641112,N
71751,44.2,53657,25375,0.563917526,N
71752,38.4,24426,17435,0.501113586,N
71753,33.3,35205,19710,0.461480406,N
71758,55.3,50556,25394,0.687878788,N
71759,34.2,39821,19945,0.401505646,N
71762,39.5,37500,21167,0.416502171,N
71763,53.3,31875,17689,0.452054795,N
71764,46.7,36588,18317,0.442710873,N
71765,47.2,30394,16512,0.335108744,N
71766,46,25833,18010,0.526984127,N
71770,39.8,29274,17783,0.442887603,N
71801,35.9,29738,16958,0.441080439,N
71822,41,41324,20125,0.45854354,N
71823,43.3,43125,24947,0.549019608,N
71825,32.6,35625,13098,0.447521866,N
71826,38.3,26506,13926,0.395757132,N
71827,45.6,33333,14917,0.453836151,N
71832,33.9,30908,15096,0.4543379,N
71833,37,38317,15912,0.432662192,N
71834,53.3,39821,23159,0.462815884,N
71835,38,39899,20042,0.540607055,N
71836,44.7,37629,19814,0.42350937,N
71837,38.1,43498,17366,0.47386323,N
71838,49.5,28512,18092,0.444915254,N
71839,31,19464,11007,0.375609756,N
71841,38,45048,16040,0.444075305,N
71842,29.3,39410,13905,0.40173913,N
71845,42.2,22321,17521,0.390667887,N
71846,36.5,45125,20872,0.437602358,N
71847,49.4,28333,15050,0.491547464,N
71851,38.8,32500,17582,0.45949214,N
71852,37.2,40631,19457,0.517939467,N
71853,36.6,29583,14615,0.506437768,N
71854,36.7,41329,21154,0.4763104,Y
71855,50.2,42167,17324,0.385931559,N
71857,40,29196,18262,0.419136325,N
71858,43,38447,19115,0.463815789,N
71859,52.5,56111,43699,0.446351931,N
71860,37.4,31379,16479,0.391690454,N
71861,53.2,50240,26358,0.356574924,N
71862,47.2,39306,26427,0.588235294,N
71865,39.3,32083,18146,0.64957265,N
71866,44.5,36500,19302,0.362275449,N
71901,39.5,31323,20503,0.450349839,N
71909,66.9,51880,33326,0.294356179,N
71913,44.5,39713,24699,0.46373321,Y
71921,38.1,32448,16319,0.485978688,N
71922,56.5,30625,18946,0.354166667,N
71923,33.1,32189,19018,0.479759519,N
71929,40.6,45223,23111,0.464838567,N
71933,35.3,58750,18094,0.458810069,N
71935,53.8,27639,27561,0.356867779,N
71937,43.6,32188,17603,0.405255878,N
71940,48.1,31007,23442,0.484175084,N
71941,43.2,44745,21262,0.524259339,N
71943,39.7,30597,16616,0.419291339,N
71944,30.5,37375,17285,0.451073986,N
71945,41.5,26211,15679,0.385230769,N
71949,31.6,43492,15114,0.468714012,N
71950,47.7,30125,19913,0.400726392,N
71952,42.2,30313,14803,0.337016575,N
71953,47.1,33139,20460,0.427720552,N
71956,39.2,29583,12364,0.475334255,N
71957,54.9,35445,21459,0.357190413,N
71958,42.1,38625,19686,0.424786709,N
71959,46,30443,15729,0.373173971,N
71960,40.1,28750,14795,0.434119279,N
71961,43.6,29779,13326,0.359809373,N
71962,41.4,33430,17628,0.422523285,N
71964,36.8,39632,18771,0.360780581,N
71965,33.7,17330,13818,0.210526316,N
71968,44.5,49607,23168,0.516765755,N
71969,56.6,50069,23005,0.523809524,N
71970,45.8,29261,19022,0.32807571,N
71971,32.3,43750,20355,0.415672913,N
71972,23.5,10000,11292,0.253869969,N
71973,29.3,29397,13955,0.47295423,N
72001,51.7,35250,20143,0.346756152,N
72002,35.5,56133,24555,0.499223025,N
72003,35.5,55132,24855,0.511037528,N
72004,37.4,31406,15953,0.419469027,N
72005,49.7,30521,16940,0.47260274,N
72006,43.7,22364,17399,0.403162055,N
72007,34.7,53125,21845,0.528771641,N
72010,36.2,38563,18880,0.411508413,N
72011,37.2,54180,21119,0.537448933,N
72012,37.3,42005,22971,0.485264148,N
72013,49.3,32051,19247,0.4531893,N
72014,50.9,22386,17048,0.196969697,Y
72015,36,45978,21463,0.482547654,Y
72016,45.7,48294,21991,0.438755671,N
72017,45.2,32500,15635,0.510152284,N
72019,39.1,68093,30783,0.531796966,N
72020,42.1,39309,18610,0.440735365,N
72021,45.5,25521,15633,0.377888199,N
72022,35.3,61000,28383,0.576703614,Y
72023,34.8,58802,25318,0.519326121,N
72024,43.4,47039,22544,0.471416502,N
72025,28.7,34167,13980,0.525087515,N
72026,53.2,51806,27096,0.420935412,N
72027,35.9,48325,23507,0.434882387,N
72029,43.3,25848,17103,0.383445946,N
72030,50.9,53750,23474,0.349112426,N
72031,39.7,32921,18566,0.379089422,N
72032,32.9,46024,22640,0.525291706,Y
72034,29.4,52556,27225,0.550259946,N
72036,47,22361,13850,0.367239102,N
72037,33.3,33750,18676,0.512195122,N
72038,77.1,9464,20357,0.25,N
72039,40.8,33857,19838,0.428809326,N
72040,44.2,29044,17020,0.398779247,N
72041,42.6,33698,18775,0.433286517,N
72042,41.8,35270,21739,0.506516944,N
72044,53.7,62750,29530,0.497792494,N
72045,54,45966,22272,0.360711262,N
72046,39.3,34375,18153,0.450116009,N
72047,35.4,49375,19874,0.454545455,N
72048,41.8,48958,18706,0.666666667,N
72051,41.9,14744,14333,0.406639004,N
72055,35.8,37500,19964,0.484068627,N
72057,41.1,55313,22983,0.388793103,N
72058,35.5,56964,22714,0.486214909,N
72060,44,21107,14504,0.395973154,N
72061,42.6,82188,30028,0.630872483,N
72063,40.2,40052,19248,0.418910457,N
72064,45.2,40081,19851,0.414710485,N
72065,40.5,52159,26723,0.544615385,N
72067,54.2,38068,21482,0.371889711,N
72068,35.8,31250,17061,0.408898305,N
72069,43.9,32778,18411,0.46580773,N
72070,40.9,40647,22764,0.497225305,N
72072,32.5,36842,17123,0.629432624,N
72073,40.8,35263,20946,0.523809524,N
72074,52.5,26250,15211,0.458333333,N
72076,34.5,42377,20927,0.484322796,Y
72079,44.2,34375,20873,0.415143603,N
72080,31.5,42987,14291,0.372137405,N
72081,42.1,40884,21421,0.433392766,N
