,0,1,Zipcode,Another_Store_Present
6113,0.965,0.035,23421,0
10797,0.965,0.035,40036,0
26407,0.965,0.035,99359,0
23511,0.965,0.035,80643,0
580,0.965,0.035,2632,0
4263,0.965,0.035,15770,0
15722,0.965,0.035,55963,0
24614,0.965,0.035,87323,0
15724,0.965,0.035,55965,0
4257,0.965,0.035,15760,0
6160,0.965,0.035,23837,0
17223,0.965,0.035,59854,0
4200,0.965,0.035,15676,0
601,0.965,0.035,2664,0
11635,0.965,0.035,43536,0
15334,0.965,0.035,54771,0
11633,0.965,0.035,43534,0
13325,0.965,0.035,48732,0
14239,0.965,0.035,50668,0
20370,0.965,0.035,69125,0
592,0.965,0.035,2649,0
20366,0.965,0.035,69120,0
20353,0.965,0.035,69033,0
4231,0.965,0.035,15727,0
24621,0.965,0.035,87364,0
16376,0.965,0.035,57364,0
15417,0.965,0.035,54947,0
24557,0.965,0.035,87014,0
9370,0.965,0.035,35206,0
18476,0.965,0.035,63369,0
6037,0.965,0.035,23103,0
15668,0.965,0.035,55795,0
8827,0.965,0.035,32567,0
21424,0.965,0.035,73011,0
4391,0.965,0.035,16123,0
11541,0.965,0.035,43310,0
17945,0.965,0.035,62095,0
11546,0.965,0.035,43317,0
17191,0.965,0.035,59760,0
23121,0.965,0.035,78881,0
9356,0.965,0.035,35171,0
24476,0.965,0.035,86023,0
6064,0.965,0.035,23163,0
24478,0.965,0.035,86025,0
4354,0.965,0.035,16027,0
6072,0.965,0.035,23192,0
21722,0.965,0.035,74029,0
19670,0.965,0.035,67335,0
19674,0.965,0.035,67341,0
23534,0.965,0.035,80736,0
10817,0.965,0.035,40071,0
6093,0.965,0.035,23336,0
11584,0.965,0.035,43431,0
23535,0.965,0.035,80737,0
11570,0.965,0.035,43351,0
16549,0.965,0.035,57767,0
4336,0.965,0.035,15951,0
10828,0.965,0.035,40117,0
18496,0.965,0.035,63437,0
24486,0.965,0.035,86036,0
10822,0.965,0.035,40104,0
24678,0.965,0.035,87567,0
21464,0.965,0.035,73062,0
225,0.965,0.035,1266,0
24005,0.965,0.035,83542,0
5008,0.965,0.035,17951,0
5007,0.965,0.035,17949,0
26560,0.965,0.035,99753,0
18369,0.965,0.035,62970,0
5379,0.965,0.035,19367,0
19934,0.965,0.035,68039,0
17103,0.965,0.035,59467,0
5398,0.965,0.035,19492,0
24016,0.965,0.035,83555,0
17904,0.965,0.035,62044,0
20080,0.965,0.035,68445,0
4991,0.965,0.035,17922,0
15485,0.965,0.035,55073,0
24030,0.965,0.035,83628,0
13493,0.965,0.035,49093,0
11082,0.965,0.035,41271,0
11259,0.965,0.035,42054,0
11260,0.965,0.035,42055,0
4975,0.965,0.035,17867,0
24058,0.965,0.035,83801,0
4962,0.965,0.035,17850,0
5420,0.965,0.035,19541,0
4959,0.965,0.035,17845,0
19920,0.965,0.035,68018,0
11076,0.965,0.035,41262,0
4951,0.965,0.035,17832,0
9122,0.965,0.035,33922,0
24074,0.965,0.035,83827,0
21512,0.965,0.035,73150,0
9188,0.965,0.035,34291,0
13504,0.965,0.035,49107,0
23903,0.965,0.035,83245,0
11172,0.965,0.035,41669,0
5149,0.965,0.035,18417,0
17891,0.965,0.035,62023,0
23902,0.965,0.035,83244,0
5146,0.965,0.035,18413,0
5139,0.965,0.035,18357,0
10,0.965,0.035,624,0
23925,0.965,0.035,83302,0
5125,0.965,0.035,18336,0
5121,0.965,0.035,18332,0
9166,0.965,0.035,34216,0
23885,0.965,0.035,83215,0
12,0.965,0.035,631,0
5096,0.965,0.035,18237,0
5202,0.965,0.035,18612,0
20021,0.965,0.035,68352,0
5027,0.965,0.035,17980,0
5028,0.965,0.035,17981,0
35,0.965,0.035,683,0
13511,0.965,0.035,49119,0
15487,0.965,0.035,55075,0
14658,0.965,0.035,52552,0
75,0.965,0.035,769,0
15491,0.965,0.035,55084,0
5227,0.965,0.035,18651,0
11204,0.965,0.035,41812,0
11144,0.965,0.035,41605,0
20033,0.965,0.035,68367,0
15554,0.965,0.035,55366,0
15557,0.965,0.035,55370,0
15558,0.965,0.035,55371,0
17922,0.965,0.035,62067,0
5675,0.965,0.035,21529,0
4737,0.965,0.035,17058,0
19840,0.965,0.035,67730,0
17127,0.965,0.035,59527,0
19836,0.965,0.035,67672,0
18419,0.965,0.035,63068,0
13560,0.965,0.035,49274,0
5697,0.965,0.035,21623,0
4717,0.965,0.035,17030,0
13436,0.965,0.035,49011,0
13435,0.965,0.035,49010,0
9016,0.965,0.035,33514,0
192,0.965,0.035,1119,0
4708,0.965,0.035,17019,0
197,0.965,0.035,1220,0
199,0.965,0.035,1223,0
8941,0.965,0.035,33039,0
5751,0.965,0.035,21719,0
11402,0.965,0.035,42565,0
4671,0.965,0.035,16914,0
218,0.965,0.035,1256,0
23750,0.965,0.035,82055,0
15605,0.965,0.035,55703,0
15603,0.965,0.035,55616,0
13422,0.965,0.035,48894,0
24215,0.965,0.035,84528,0
9265,0.965,0.035,34947,0
204,0.965,0.035,1230,0
4699,0.965,0.035,17002,0
19791,0.965,0.035,67576,0
16524,0.965,0.035,57720,0
9255,0.965,0.035,34762,0
23752,0.965,0.035,82063,0
9113,0.965,0.035,33896,0
11068,0.965,0.035,41238,0
95,0.965,0.035,913,0
14153,0.965,0.035,50551,0
102,0.965,0.035,924,0
5461,0.965,0.035,19938,0
5469,0.965,0.035,19947,0
5470,0.965,0.035,19950,0
18392,0.965,0.035,63014,0
4883,0.965,0.035,17550,0
11053,0.965,0.035,41183,0
117,0.965,0.035,968,0
26510,0.965,0.035,99672,0
16513,0.965,0.035,57657,0
5499,0.965,0.035,20139,0
20127,0.965,0.035,68635,0
13556,0.965,0.035,49269,0
4766,0.965,0.035,17097,0
4767,0.965,0.035,17098,0
26484,0.965,0.035,99640,0
160,0.965,0.035,1068,0
9253,0.965,0.035,34759,0
5579,0.965,0.035,20765,0
17596,0.965,0.035,61341,0
15458,0.965,0.035,55027,0
11033,0.965,0.035,41124,0
20128,0.965,0.035,68636,0
19875,0.965,0.035,67840,0
9235,0.965,0.035,34681,0
11336,0.965,0.035,42327,0
24696,0.965,0.035,87722,0
21418,0.965,0.035,73005,0
26276,0.965,0.035,98922,0
752,0.965,0.035,3084,0
8643,0.965,0.035,31812,0
26333,0.965,0.035,99117,0
14757,0.965,0.035,52801,0
10704,0.965,0.035,39633,0
6601,0.965,0.035,25025,0
18650,0.965,0.035,63855,0
24994,0.965,0.035,91906,0
13610,0.965,0.035,49403,0
9454,0.965,0.035,35610,0
6595,0.965,0.035,25011,0
694,0.965,0.035,2885,0
733,0.965,0.035,3047,0
19506,0.965,0.035,66856,0
14577,0.965,0.035,52231,0
24900,0.965,0.035,89415,0
20513,0.965,0.035,70393,0
3811,0.965,0.035,14740,0
9457,0.965,0.035,35616,0
3708,0.965,0.035,14472,0
21822,0.965,0.035,74434,0
4061,0.965,0.035,15376,0
862,0.965,0.035,3590,0
11801,0.965,0.035,44052,0
13932,0.965,0.035,50072,0
13273,0.965,0.035,48617,0
16578,0.965,0.035,58018,0
8710,0.965,0.035,32136,0
6619,0.965,0.035,25061,0
3817,0.965,0.035,14748,0
23391,0.965,0.035,79839,0
3812,0.965,0.035,14741,0
23272,0.965,0.035,79360,0
10551,0.965,0.035,39086,0
24818,0.965,0.035,88339,0
6292,0.965,0.035,24174,0
764,0.965,0.035,3217,0
4017,0.965,0.035,15312,0
4015,0.965,0.035,15310,0
15853,0.965,0.035,56156,0
23284,0.965,0.035,79379,0
19517,0.965,0.035,66868,0
23348,0.965,0.035,79718,0
24866,0.965,0.035,89047,0
6383,0.965,0.035,24426,0
10673,0.965,0.035,39477,0
19465,0.965,0.035,66751,0
11866,0.965,0.035,44264,0
8587,0.965,0.035,31650,0
18606,0.965,0.035,63748,0
23339,0.965,0.035,79566,0
8656,0.965,0.035,31831,0
21298,0.965,0.035,72645,0
3933,0.965,0.035,15035,0
14763,0.965,0.035,53002,0
26294,0.965,0.035,98951,0
19525,0.965,0.035,66932,0
19529,0.965,0.035,66937,0
9429,0.965,0.035,35554,0
23397,0.965,0.035,79848,0
14285,0.965,0.035,51004,0
15815,0.965,0.035,56110,0
24856,0.965,0.035,89018,0
8576,0.965,0.035,31636,0
9496,0.965,0.035,35752,0
26303,0.965,0.035,99012,0
19568,0.965,0.035,67020,0
836,0.965,0.035,3452,0
16910,0.965,0.035,58794,0
20489,0.965,0.035,70339,0
23286,0.965,0.035,79381,0
13239,0.965,0.035,48462,0
3919,0.965,0.035,15018,0
19565,0.965,0.035,67017,0
15292,0.965,0.035,54723,0
6428,0.965,0.035,24531,0
703,0.965,0.035,2896,0
6394,0.965,0.035,24445,0
6274,0.965,0.035,24133,0
10711,0.965,0.035,39652,0
24800,0.965,0.035,88260,0
24726,0.965,0.035,87832,0
4153,0.965,0.035,15559,0
11916,0.965,0.035,44441,0
13215,0.965,0.035,48429,0
18677,0.965,0.035,63942,0
13632,0.965,0.035,49448,0
16955,0.965,0.035,59035,0
9467,0.965,0.035,35645,0
11667,0.965,0.035,43718,0
3827,0.965,0.035,14770,0
14243,0.965,0.035,50672,0
11671,0.965,0.035,43723,0
23240,0.965,0.035,79250,0
21384,0.965,0.035,72901,0
23227,0.965,0.035,79230,0
26318,0.965,0.035,99033,0
18547,0.965,0.035,63555,0
6193,0.965,0.035,23897,0
19483,0.965,0.035,66778,0
26306,0.965,0.035,99017,0
21833,0.965,0.035,74451,0
10520,0.965,0.035,38962,0
19407,0.965,0.035,66532,0
19408,0.965,0.035,66533,0
18639,0.965,0.035,63834,0
13634,0.965,0.035,49450,0
11822,0.965,0.035,44093,0
14785,0.965,0.035,53036,0
11924,0.965,0.035,44452,0
13633,0.965,0.035,49449,0
24935,0.965,0.035,89832,0
616,0.965,0.035,2718,0
24705,0.965,0.035,87736,0
3651,0.965,0.035,14143,0
15765,0.965,0.035,56032,0
13288,0.965,0.035,48633,0
15228,0.965,0.035,54558,0
6270,0.965,0.035,24124,0
6465,0.965,0.035,24599,0
23231,0.965,0.035,79236,0
9410,0.965,0.035,35477,0
18573,0.965,0.035,63637,0
14251,0.965,0.035,50682,0
13204,0.965,0.035,48414,0
11691,0.965,0.035,43754,0
6626,0.965,0.035,25075,0
19597,0.965,0.035,67060,0
23267,0.965,0.035,79355,0
21758,0.965,0.035,74081,0
6459,0.965,0.035,24592,0
9401,0.965,0.035,35463,0
8558,0.965,0.035,31567,0
6271,0.965,0.035,24127,0
11909,0.965,0.035,44430,0
26321,0.965,0.035,99039,0
6251,0.965,0.035,24084,0
3863,0.965,0.035,14827,0
19431,0.965,0.035,66608,0
15310,0.965,0.035,54742,0
23427,0.965,0.035,80101,0
21892,0.965,0.035,74632,0
20519,0.965,0.035,70427,0
21588,0.97,0.03,73568,0
12813,0.97,0.03,47338,0
13459,0.97,0.03,49047,0
25724,0.97,0.03,96728,0
14690,0.97,0.03,52620,0
13063,0.97,0.03,48005,0
8465,0.97,0.03,31064,0
14684,0.97,0.03,52590,0
1473,0.97,0.03,5363,0
22174,0.97,0.03,75572,0
14581,0.97,0.03,52236,0
21854,0.97,0.03,74525,0
16520,0.97,0.03,57716,0
13649,0.97,0.03,49601,0
8053,0.97,0.03,29690,0
18890,0.97,0.03,64668,0
16694,0.97,0.03,58344,0
18869,0.97,0.03,64643,0
9476,0.97,0.03,35654,0
21843,0.97,0.03,74463,0
25745,0.97,0.03,96769,0
1065,0.97,0.03,4253,0
22177,0.97,0.03,75601,0
1071,0.97,0.03,4259,0
12794,0.97,0.03,47273,0
12791,0.97,0.03,47265,0
9778,0.97,0.03,36723,0
26132,0.97,0.03,98355,0
13557,0.97,0.03,49270,0
1490,0.97,0.03,5455,0
8064,0.97,0.03,29714,0
21204,0.97,0.03,72456,0
25740,0.97,0.03,96759,0
21311,0.97,0.03,72670,0
14689,0.97,0.03,52619,0
17482,0.97,0.03,61041,0
16159,0.97,0.03,56667,0
8613,0.97,0.03,31768,0
16424,0.97,0.03,57456,0
798,0.97,0.03,3260,0
17594,0.97,0.03,61338,0
17670,0.97,0.03,61467,0
16302,0.97,0.03,57237,0
9185,0.97,0.03,34286,0
21925,0.97,0.03,74745,0
13508,0.97,0.03,49115,0
21932,0.97,0.03,74759,0
21547,0.97,0.03,73487,0
26248,0.97,0.03,98828,0
9506,0.97,0.03,35765,0
22233,0.97,0.03,75770,0
887,0.97,0.03,3765,0
21257,0.97,0.03,72564,0
1599,0.97,0.03,5836,0
12730,0.97,0.03,47106,0
9132,0.97,0.03,33953,0
8562,0.97,0.03,31606,0
7997,0.97,0.03,29568,0
13642,0.97,0.03,49458,0
8010,0.97,0.03,29594,0
9194,0.97,0.03,34432,0
8570,0.97,0.03,31629,0
13502,0.97,0.03,49103,0
25681,0.97,0.03,96109,0
26205,0.97,0.03,98610,0
13750,0.97,0.03,49759,0
13144,0.97,0.03,48189,0
18942,0.97,0.03,64781,0
12703,0.97,0.03,47003,0
915,0.97,0.03,3825,0
26225,0.97,0.03,98643,0
8516,0.97,0.03,31328,0
21013,0.97,0.03,72017,0
26212,0.97,0.03,98619,0
18929,0.97,0.03,64761,0
9534,0.97,0.03,35957,0
903,0.97,0.03,3810,0
13522,0.97,0.03,49227,0
901,0.97,0.03,3801,0
1612,0.97,0.03,5858,0
1610,0.97,0.03,5855,0
9542,0.97,0.03,35967,0
9159,0.97,0.03,34139,0
25662,0.97,0.03,96074,0
18355,0.97,0.03,62953,0
26210,0.97,0.03,98616,0
13537,0.97,0.03,49246,0
848,0.97,0.03,3561,0
8011,0.97,0.03,29596,0
26526,0.97,0.03,99691,0
8031,0.97,0.03,29654,0
26164,0.97,0.03,98542,0
21556,0.97,0.03,73529,0
12766,0.97,0.03,47170,0
8585,0.97,0.03,31648,0
9799,0.97,0.03,36763,0
21559,0.97,0.03,73532,0
18390,0.97,0.03,63012,0
16293,0.97,0.03,57225,0
9216,0.97,0.03,34484,0
18697,0.97,0.03,64017,0
9220,0.97,0.03,34601,0
21567,0.97,0.03,73543,0
21250,0.97,0.03,72553,0
9222,0.97,0.03,34607,0
22187,0.97,0.03,75641,0
21248,0.97,0.03,72546,0
21245,0.97,0.03,72542,0
818,0.97,0.03,3293,0
16704,0.97,0.03,58361,0
80,0.97,0.03,777,0
13729,0.97,0.03,49726,0
22206,0.97,0.03,75682,0
13644,0.97,0.03,49460,0
845,0.97,0.03,3466,0
17639,0.97,0.03,61425,0
12746,0.97,0.03,47126,0
18339,0.97,0.03,62933,0
16136,0.97,0.03,56633,0
9554,0.97,0.03,35983,0
1566,0.97,0.03,5757,0
1561,0.97,0.03,5744,0
16608,0.97,0.03,58062,0
14903,0.97,0.03,53537,0
9128,0.97,0.03,33946,0
26540,0.97,0.03,99729,0
8026,0.97,0.03,29643,0
26169,0.97,0.03,98552,0
12757,0.97,0.03,47147,0
18318,0.97,0.03,62907,0
12758,0.97,0.03,47160,0
831,0.97,0.03,3447,0
21054,0.97,0.03,72079,0
182,0.97,0.03,1097,0
16678,0.97,0.03,58317,0
18711,0.97,0.03,64050,0
1316,0.97,0.03,4859,0
21766,0.97,0.03,74108,0
21119,0.97,0.03,72320,0
16257,0.97,0.03,57051,0
9700,0.97,0.03,36467,0
22043,0.97,0.03,75144,0
16645,0.97,0.03,58240,0
673,0.97,0.03,2839,0
25905,0.97,0.03,97455,0
21706,0.97,0.03,74002,0
8325,0.97,0.03,30564,0
12923,0.97,0.03,47584,0
14623,0.97,0.03,52339,0
16248,0.97,0.03,57040,0
13334,0.97,0.03,48742,0
17673,0.97,0.03,61470,0
21129,0.97,0.03,72332,0
21716,0.97,0.03,74021,0
25961,0.97,0.03,97626,0
493,0.97,0.03,2180,0
25966,0.97,0.03,97634,0
21693,0.97,0.03,73933,0
21176,0.97,0.03,72422,0
21683,0.97,0.03,73852,0
9624,0.97,0.03,36206,0
26356,0.97,0.03,99144,0
9713,0.97,0.03,36507,0
13689,0.97,0.03,49654,0
684,0.97,0.03,2865,0
21684,0.97,0.03,73853,0
8839,0.97,0.03,32616,0
25869,0.97,0.03,97390,0
8189,0.97,0.03,30178,0
12900,0.97,0.03,47537,0
14758,0.97,0.03,52802,0
16260,0.97,0.03,57054,0
13685,0.97,0.03,49649,0
22120,0.97,0.03,75450,0
22042,0.97,0.03,75143,0
12906,0.97,0.03,47552,0
1321,0.97,0.03,4864,0
9628,0.97,0.03,36255,0
21772,0.97,0.03,74126,0
14605,0.97,0.03,52320,0
1181,0.97,0.03,4538,0
14520,0.97,0.03,52133,0
512,0.97,0.03,2341,0
9672,0.97,0.03,36353,0
13599,0.97,0.03,49339,0
21736,0.97,0.03,74047,0
14853,0.97,0.03,53184,0
21735,0.97,0.03,74046,0
13598,0.97,0.03,49338,0
26044,0.97,0.03,97886,0
8278,0.97,0.03,30448,0
602,0.97,0.03,2666,0
13601,0.97,0.03,49342,0
26390,0.97,0.03,99328,0
12964,0.97,0.03,47805,0
13668,0.97,0.03,49630,0
26014,0.97,0.03,97837,0
26017,0.97,0.03,97841,0
26396,0.97,0.03,99341,0
26021,0.97,0.03,97845,0
13597,0.97,0.03,49337,0
8293,0.97,0.03,30473,0
1220,0.97,0.03,4625,0
14612,0.97,0.03,52327,0
9382,0.97,0.03,35228,0
21391,0.97,0.03,72927,0
14858,0.97,0.03,53195,0
12937,0.97,0.03,47615,0
9643,0.97,0.03,36276,0
16363,0.97,0.03,57345,0
8764,0.97,0.03,32344,0
26371,0.97,0.03,99161,0
559,0.97,0.03,2539,0
14611,0.97,0.03,52326,0
12945,0.97,0.03,47637,0
21392,0.97,0.03,72928,0
21138,0.97,0.03,72350,0
14743,0.97,0.03,52757,0
13315,0.97,0.03,48722,0
657,0.97,0.03,2816,0
26384,0.97,0.03,99320,0
1256,0.97,0.03,4677,0
8742,0.97,0.03,32254,0
628,0.97,0.03,2744,0
583,0.97,0.03,2638,0
9393,0.97,0.03,35452,0
8301,0.97,0.03,30520,0
16546,0.97,0.03,57763,0
8346,0.97,0.03,30630,0
12893,0.97,0.03,47525,0
12892,0.97,0.03,47524,0
17477,0.97,0.03,61031,0
18842,0.97,0.03,64497,0
18629,0.97,0.03,63822,0
21151,0.97,0.03,72370,0
21631,0.97,0.03,73720,0
760,0.97,0.03,3109,0
12844,0.97,0.03,47385,0
18219,0.97,0.03,62688,0
16175,0.97,0.03,56688,0
21082,0.97,0.03,72126,0
21189,0.97,0.03,72436,0
21455,0.97,0.03,73052,0
13615,0.97,0.03,49410,0
14711,0.97,0.03,52653,0
262,0.97,0.03,1436,0
18311,0.97,0.03,62896,0
13568,0.97,0.03,49286,0
17473,0.97,0.03,61024,0
8396,0.97,0.03,30802,0
8394,0.97,0.03,30756,0
26108,0.97,0.03,98294,0
25769,0.97,0.03,97011,0
16272,0.97,0.03,57068,0
14706,0.97,0.03,52646,0
25756,0.97,0.03,96781,0
8427,0.97,0.03,31011,0
779,0.97,0.03,3235,0
13710,0.97,0.03,49688,0
26313,0.97,0.03,99027,0
26128,0.97,0.03,98345,0
8998,0.97,0.03,33440,0
18852,0.97,0.03,64622,0
9468,0.97,0.03,35646,0
8621,0.97,0.03,31780,0
26465,0.97,0.03,99613,0
21469,0.97,0.03,73067,0
13054,0.97,0.03,47991,0
9463,0.97,0.03,35633,0
8629,0.97,0.03,31792,0
8953,0.97,0.03,33070,0
25767,0.97,0.03,97004,0
18847,0.97,0.03,64504,0
17446,0.97,0.03,60958,0
16535,0.97,0.03,57750,0
16572,0.97,0.03,58011,0
8389,0.97,0.03,30747,0
25807,0.97,0.03,97114,0
8675,0.97,0.03,32052,0
21781,0.97,0.03,74330,0
8358,0.97,0.03,30663,0
17615,0.97,0.03,61370,0
13370,0.97,0.03,48827,0
21437,0.97,0.03,73028,0
26354,0.97,0.03,99141,0
12876,0.97,0.03,47465,0
1351,0.97,0.03,4951,0
21670,0.97,0.03,73773,0
8862,0.97,0.03,32683,0
18596,0.97,0.03,63735,0
14724,0.97,0.03,52729,0
9425,0.97,0.03,35549,0
383,0.97,0.03,1860,0
8356,0.97,0.03,30660,0
16661,0.97,0.03,58266,0
8347,0.97,0.03,30634,0
25848,0.97,0.03,97352,0
25833,0.97,0.03,97325,0
13248,0.97,0.03,48471,0
21445,0.97,0.03,73041,0
18310,0.97,0.03,62895,0
13389,0.97,0.03,48852,0
12860,0.97,0.03,47438,0
25809,0.97,0.03,97117,0
13387,0.97,0.03,48850,0
26428,0.97,0.03,99558,0
294,0.97,0.03,1524,0
25816,0.97,0.03,97130,0
26353,0.97,0.03,99140,0
719,0.97,0.03,2920,0
1370,0.97,0.03,4976,0
16185,0.97,0.03,56722,0
12867,0.97,0.03,47452,0
22025,0.97,0.03,75102,0
297,0.97,0.03,1529,0
25827,0.97,0.03,97149,0
9305,0.97,0.03,35057,0
17605,0.97,0.03,61356,0
9309,0.97,0.03,35062,0
21449,0.97,0.03,73045,0
18613,0.97,0.03,63766,0
5160,0.97,0.03,18433,0
12352,0.97,0.03,45817,0
12696,0.97,0.03,46990,0
10627,0.97,0.03,39345,0
10629,0.97,0.03,39347,0
6452,0.97,0.03,24578,0
6440,0.97,0.03,24556,0
11795,0.97,0.03,44045,0
16908,0.97,0.03,58792,0
11793,0.97,0.03,44041,0
3891,0.97,0.03,14877,0
3868,0.97,0.03,14839,0
19503,0.97,0.03,66852,0
11788,0.97,0.03,44028,0
3905,0.97,0.03,14895,0
10648,0.97,0.03,39422,0
16911,0.97,0.03,58795,0
6380,0.97,0.03,24416,0
20457,0.97,0.03,70052,0
6369,0.97,0.03,24366,0
16909,0.97,0.03,58793,0
24925,0.97,0.03,89704,0
16905,0.97,0.03,58788,0
3855,0.97,0.03,14819,0
19468,0.97,0.03,66755,0
3783,0.97,0.03,14708,0
3792,0.97,0.03,14718,0
15840,0.97,0.03,56141,0
6530,0.97,0.03,24850,0
15232,0.97,0.03,54562,0
17284,0.97,0.03,60096,0
6501,0.97,0.03,24733,0
15247,0.97,0.03,54618,0
19481,0.97,0.03,66776,0
6480,0.97,0.03,24631,0
6477,0.97,0.03,24622,0
13951,0.97,0.03,50117,0
3844,0.97,0.03,14806,0
10615,0.97,0.03,39326,0
10618,0.97,0.03,39330,0
6468,0.97,0.03,24604,0
17991,0.97,0.03,62265,0
15256,0.97,0.03,54628,0
11757,0.97,0.03,43944,0
23207,0.97,0.03,79095,0
6367,0.97,0.03,24361,0
24870,0.97,0.03,89061,0
20426,0.97,0.03,69343,0
4102,0.97,0.03,15459,0
24779,0.97,0.03,88119,0
17244,0.97,0.03,59915,0
13991,0.97,0.03,50165,0
4125,0.97,0.03,15490,0
20419,0.97,0.03,69333,0
15766,0.97,0.03,56033,0
4057,0.97,0.03,15366,0
17226,0.97,0.03,59858,0
23447,0.97,0.03,80310,0
11664,0.97,0.03,43713,0
24744,0.97,0.03,88022,0
15330,0.97,0.03,54767,0
15331,0.97,0.03,54768,0
24712,0.97,0.03,87749,0
4171,0.97,0.03,15627,0
24700,0.97,0.03,87730,0
17833,0.97,0.03,61870,0
15308,0.97,0.03,54740,0
6285,0.97,0.03,24151,0
11708,0.97,0.03,43780,0
11749,0.97,0.03,43933,0
10678,0.97,0.03,39482,0
19549,0.97,0.03,66962,0
24861,0.97,0.03,89040,0
3977,0.97,0.03,15116,0
11739,0.97,0.03,43910,0
23349,0.97,0.03,79719,0
23350,0.97,0.03,79720,0
15291,0.97,0.03,54722,0
3991,0.97,0.03,15145,0
11730,0.97,0.03,43844,0
23368,0.97,0.03,79756,0
15796,0.97,0.03,56073,0
4030,0.97,0.03,15330,0
4031,0.97,0.03,15331,0
11716,0.97,0.03,43804,0
16924,0.97,0.03,58853,0
4041,0.97,0.03,15345,0
11754,0.97,0.03,43940,0
16960,0.97,0.03,59041,0
15842,0.97,0.03,56143,0
12003,0.97,0.03,44699,0
20566,0.97,0.03,70542,0
3507,0.97,0.03,13739,0
25123,0.97,0.03,93226,0
19366,0.97,0.03,66417,0
3519,0.97,0.03,13756,0
11985,0.97,0.03,44667,0
3531,0.97,0.03,13786,0
17797,0.97,0.03,61815,0
16869,0.97,0.03,58735,0
11975,0.97,0.03,44651,0
7937,0.97,0.03,29439,0
3569,0.97,0.03,13859,0
11967,0.97,0.03,44637,0
3574,0.97,0.03,13865,0
3577,0.97,0.03,13904,0
6692,0.97,0.03,25214,0
23080,0.97,0.03,78719,0
23050,0.97,0.03,78622,0
16857,0.97,0.03,58713,0
3464,0.97,0.03,13648,0
18032,0.97,0.03,62340,0
25178,0.97,0.03,93512,0
12049,0.97,0.03,44854,0
25175,0.97,0.03,93501,0
3395,0.97,0.03,13438,0
15169,0.97,0.03,54466,0
10438,0.97,0.03,38756,0
6796,0.97,0.03,25617,0
14314,0.97,0.03,51038,0
25159,0.97,0.03,93430,0
23040,0.97,0.03,78611,0
19337,0.97,0.03,66097,0
12031,0.97,0.03,44827,0
6782,0.97,0.03,25557,0
10450,0.97,0.03,38778,0
6781,0.97,0.03,25555,0
3444,0.97,0.03,13621,0
10453,0.97,0.03,38826,0
15902,0.97,0.03,56229,0
3584,0.97,0.03,14011,0
3588,0.97,0.03,14025,0
25073,0.97,0.03,92391,0
17302,0.97,0.03,60146,0
23139,0.97,0.03,78947,0
25010,0.97,0.03,92059,0
10545,0.97,0.03,39073,0
3695,0.97,0.03,14435,0
3697,0.97,0.03,14441,0
10549,0.97,0.03,39082,0
24996,0.97,0.03,91916,0
23137,0.97,0.03,78945,0
3716,0.97,0.03,14482,0
15852,0.97,0.03,56155,0
17290,0.97,0.03,60111,0
11877,0.97,0.03,44288,0
10568,0.97,0.03,39120,0
10577,0.97,0.03,39154,0
23194,0.97,0.03,79078,0
10583,0.97,0.03,39168,0
14289,0.97,0.03,51008,0
11914,0.97,0.03,44438,0
3671,0.97,0.03,14212,0
11917,0.97,0.03,44442,0
3596,0.97,0.03,14035,0
6675,0.97,0.03,25169,0
23109,0.97,0.03,78838,0
23114,0.97,0.03,78861,0
25054,0.97,0.03,92342,0
11946,0.97,0.03,44608,0
6663,0.97,0.03,25148,0
3623,0.97,0.03,14081,0
20532,0.97,0.03,70450,0
15869,0.97,0.03,56173,0
3633,0.97,0.03,14103,0
6653,0.97,0.03,25130,0
6649,0.97,0.03,25123,0
15199,0.97,0.03,54517,0
6639,0.97,0.03,25108,0
19421,0.97,0.03,66547,0
25021,0.97,0.03,92241,0
15203,0.97,0.03,54524,0
15190,0.97,0.03,54495,0
25179,0.97,0.03,93513,0
20396,0.97,0.03,69155,0
10754,0.97,0.03,39819,0
11008,0.97,0.03,41040,0
5637,0.97,0.03,21132,0
15447,0.97,0.03,55009,0
4763,0.97,0.03,17090,0
14167,0.97,0.03,50569,0
24175,0.97,0.03,84310,0
5555,0.97,0.03,20690,0
23778,0.97,0.03,82325,0
11006,0.97,0.03,41035,0
14161,0.97,0.03,50562,0
4832,0.97,0.03,17320,0
4834,0.97,0.03,17322,0
4836,0.97,0.03,17327,0
11316,0.97,0.03,42254,0
5496,0.97,0.03,20130,0
11311,0.97,0.03,42217,0
23786,0.97,0.03,82411,0
19878,0.97,0.03,67843,0
5669,0.97,0.03,21502,0
24194,0.97,0.03,84332,0
14176,0.97,0.03,50579,0
4673,0.97,0.03,16917,0
4680,0.97,0.03,16927,0
11391,0.97,0.03,42464,0
19797,0.97,0.03,67621,0
20182,0.97,0.03,68741,0
10976,0.97,0.03,40941,0
4692,0.97,0.03,16941,0
4694,0.97,0.03,16943,0
24210,0.97,0.03,84521,0
19812,0.97,0.03,67642,0
14180,0.97,0.03,50585,0
24204,0.97,0.03,84511,0
20157,0.97,0.03,68713,0
24200,0.97,0.03,84338,0
5698,0.97,0.03,21624,0
10989,0.97,0.03,40983,0
19830,0.97,0.03,67663,0
5695,0.97,0.03,21620,0
20150,0.97,0.03,68664,0
4888,0.97,0.03,17557,0
4656,0.97,0.03,16868,0
