,0,1,Zipcode,Another_Store_Present
12494,0.9,0.1,46186,0
12153,0.9,0.1,45302,0
15642,0.9,0.1,55753,0
24109,0.9,0.1,84004,0
3165,0.9,0.1,12927,0
19848,0.9,0.1,67738,0
22936,0.9,0.1,78263,0
2268,0.9,0.1,8075,0
25284,0.9,0.1,94567,0
6925,0.9,0.1,26105,0
23307,0.9,0.1,79520,0
963,0.9,0.1,3887,0
17493,0.9,0.1,61053,0
21779,0.9,0.1,74145,0
8493,0.9,0.1,31098,0
11823,0.9,0.1,44095,0
7514,0.9,0.1,28323,0
13604,0.9,0.1,49345,0
17943,0.9,0.1,62093,0
24349,0.9,0.1,85145,0
23686,0.9,0.1,81248,0
26342,0.9,0.1,99128,0
1833,0.9,0.1,6610,0
159,0.9,0.1,1062,0
4463,0.9,0.1,16326,0
19713,0.9,0.1,67446,0
5479,0.9,0.1,19962,0
22899,0.9,0.1,78133,0
11206,0.9,0.1,41817,0
12175,0.9,0.1,45328,0
3104,0.9,0.1,12821,0
3895,0.9,0.1,14881,0
18885,0.9,0.1,64659,0
3127,0.9,0.1,12850,0
25995,0.9,0.1,97761,0
26403,0.9,0.1,99349,0
392,0.9,0.1,1887,0
23976,0.9,0.1,83448,0
24839,0.9,0.1,88424,0
2761,0.9,0.1,11971,0
119,0.9,0.1,971,0
21832,0.9,0.1,74450,0
24685,0.9,0.1,87580,0
13818,0.9,0.1,49872,0
9625,0.9,0.1,36207,0
12652,0.9,0.1,46910,0
6025,0.9,0.1,23075,0
9630,0.9,0.1,36258,0
16550,0.9,0.1,57769,0
19625,0.9,0.1,67120,0
24760,0.9,0.1,88044,0
4781,0.9,0.1,17217,0
14930,0.9,0.1,53574,0
21756,0.9,0.1,74079,0
7838,0.9,0.1,29101,0
5237,0.9,0.1,18707,0
15469,0.9,0.1,55045,0
19672,0.9,0.1,67337,0
10806,0.9,0.1,40052,0
1632,0.9,0.1,6002,0
20314,0.9,0.1,68949,0
26126,0.9,0.1,98340,0
13648,0.9,0.1,49548,0
4247,0.9,0.1,15746,0
16978,0.9,0.1,59066,0
6076,0.9,0.1,23234,0
19959,0.9,0.1,68104,0
2711,0.9,0.1,11741,0
6087,0.9,0.1,23314,0
21575,0.9,0.1,73552,0
18949,0.9,0.1,64833,0
6096,0.9,0.1,23350,0
26285,0.9,0.1,98938,0
15472,0.9,0.1,55049,0
22666,0.9,0.1,77374,0
12303,0.9,0.1,45716,0
24790,0.9,0.1,88203,0
4083,0.9,0.1,15433,0
14841,0.9,0.1,53153,0
21985,0.9,0.1,74931,0
545,0.9,0.1,2474,0
16626,0.9,0.1,58212,0
19591,0.9,0.1,67054,0
7367,0.9,0.1,27876,0
20107,0.9,0.1,68522,0
5554,0.9,0.1,20689,0
10894,0.9,0.1,40390,0
20421,0.9,0.1,69336,0
20050,0.9,0.1,68406,0
22066,0.9,0.1,75189,0
11830,0.9,0.1,44110,0
7949,0.9,0.1,29461,0
17233,0.9,0.1,59870,0
24788,0.9,0.1,88135,0
26537,0.9,0.1,99724,0
1042,0.9,0.1,4107,0
20974,0.9,0.1,71933,0
8713,0.9,0.1,32141,0
135,0.9,0.1,1013,0
2573,0.9,0.1,10920,0
22741,0.9,0.1,77571,0
15512,0.9,0.1,55301,0
20369,0.9,0.1,69123,0
14380,0.9,0.1,51401,0
2852,0.9,0.1,12153,0
19683,0.9,0.1,67353,0
15076,0.9,0.1,54153,0
21191,0.9,0.1,72438,0
15779,0.9,0.1,56048,0
24784,0.9,0.1,88126,0
20390,0.9,0.1,69149,0
537,0.9,0.1,2461,0
20300,0.9,0.1,68935,0
1562,0.9,0.1,5747,0
4403,0.9,0.1,16142,0
20460,0.9,0.1,70068,0
4923,0.9,0.1,17752,0
9135,0.9,0.1,33956,0
19992,0.9,0.1,68321,0
15242,0.9,0.1,54612,0
4842,0.9,0.1,17347,0
19005,0.9,0.1,65059,0
8994,0.9,0.1,33430,0
4906,0.9,0.1,17723,0
18784,0.9,0.1,64426,0
8062,0.9,0.1,29710,0
23048,0.9,0.1,78620,0
24120,0.9,0.1,84029,0
22482,0.9,0.1,76571,0
17815,0.9,0.1,61847,0
4860,0.9,0.1,17404,0
18314,0.9,0.1,62899,0
20879,0.9,0.1,71602,0
26238,0.9,0.1,98812,0
19315,0.9,0.1,66064,0
15847,0.9,0.1,56149,0
20486,0.9,0.1,70128,0
927,0.9,0.1,3841,0
20177,0.9,0.1,68734,0
12106,0.9,0.1,45142,0
17076,0.9,0.1,59427,0
16889,0.9,0.1,58768,0
25232,0.9,0.1,93653,0
14486,0.9,0.1,52037,0
18305,0.9,0.1,62890,0
16214,0.9,0.1,56762,0
24258,0.9,0.1,84653,0
19768,0.9,0.1,67546,0
21388,0.9,0.1,72921,0
14437,0.9,0.1,51552,0
4659,0.9,0.1,16872,0
620,0.9,0.1,2723,0
16329,0.9,0.1,57270,0
23155,0.9,0.1,79010,0
19389,0.9,0.1,66508,0
5631,0.9,0.1,21104,0
19808,0.9,0.1,67637,0
9270,0.9,0.1,34953,0
20913,0.9,0.1,71720,0
22153,0.9,0.1,75495,0
11976,0.9,0.1,44653,0
279,0.9,0.1,1501,0
3499,0.9,0.1,13695,0
3548,0.9,0.1,13811,0
8112,0.9,0.1,29911,0
18824,0.9,0.1,64476,0
10526,0.9,0.1,39038,0
25793,0.9,0.1,97054,0
3585,0.9,0.1,14012,0
3434,0.9,0.1,13608,0
23077,0.9,0.1,78676,0
10471,0.9,0.1,38856,0
22466,0.9,0.1,76534,0
312,0.9,0.1,1562,0
3386,0.9,0.1,13421,0
4667,0.9,0.1,16882,0
14159,0.9,0.1,50560,0
6742,0.9,0.1,25428,0
3756,0.9,0.1,14568,0
25572,0.9,0.1,95932,0
3603,0.9,0.1,14047,0
10482,0.9,0.1,38869,0
3421,0.9,0.1,13488,0
8146,0.9,0.1,30039,0
25576,0.9,0.1,95937,0
23164,0.9,0.1,79024,0
8083,0.9,0.1,29821,0
24277,0.9,0.1,84721,0
24630,0.9,0.1,87419,0
16336,0.9,0.1,57279,0
3243,0.9,0.1,13069,0
16227,0.9,0.1,57017,0
17787,0.9,0.1,61774,0
8198,0.9,0.1,30205,0
14187,0.9,0.1,50595,0
10963,0.9,0.1,40874,0
12523,0.9,0.1,46350,0
9140,0.9,0.1,33971,0
12127,0.9,0.1,45174,0
22984,0.9,0.1,78410,0
1878,0.9,0.1,6810,0
17507,0.9,0.1,61073,0
8684,0.9,0.1,32065,0
16581,0.9,0.1,58029,0
7535,0.9,0.1,28350,0
20854,0.9,0.1,71447,0
24316,0.9,0.1,84764,0
13135,0.9,0.1,48169,0
16315,0.9,0.1,57255,0
25274,0.9,0.1,94508,0
6914,0.9,0.1,26041,0
20606,0.9,0.1,70646,0
14410,0.9,0.1,51520,0
9801,0.9,0.1,36767,0
1930,0.9,0.1,7029,0
17836,0.905,0.095,61873,0
16570,0.905,0.095,58007,0
23073,0.905,0.095,78670,0
19138,0.905,0.095,65564,0
5489,0.905,0.095,20019,0
11811,0.905,0.095,44076,0
20531,0.905,0.095,70449,0
10218,0.905,0.095,38225,0
26421,0.905,0.095,99551,0
20507,0.905,0.095,70373,0
20724,0.905,0.095,71064,0
16404,0.905,0.095,57430,0
13582,0.905,0.095,49319,0
3867,0.905,0.095,14838,0
12735,0.905,0.095,47114,0
781,0.905,0.095,3238,0
6883,0.905,0.095,25921,0
24161,0.905,0.095,84096,0
21759,0.905,0.095,74082,0
23931,0.905,0.095,83318,0
4862,0.905,0.095,17407,0
26311,0.905,0.095,99025,0
17455,0.905,0.095,60969,0
3626,0.905,0.095,14086,0
393,0.905,0.095,1890,0
17877,0.905,0.095,62006,0
16268,0.905,0.095,57064,0
3575,0.905,0.095,13901,0
12688,0.905,0.095,46979,0
4893,0.905,0.095,17566,0
3175,0.905,0.095,12941,0
3197,0.905,0.095,12972,0
7873,0.905,0.095,29164,0
22030,0.905,0.095,75114,0
22702,0.905,0.095,77468,0
3495,0.905,0.095,13690,0
24069,0.905,0.095,83821,0
19379,0.905,0.095,66436,0
21798,0.905,0.095,74358,0
106,0.905,0.095,934,0
15135,0.905,0.095,54420,0
3542,0.905,0.095,13804,0
22949,0.905,0.095,78352,0
20744,0.905,0.095,71119,0
23507,0.905,0.095,80623,0
17373,0.905,0.095,60518,0
13687,0.905,0.095,49651,0
7890,0.905,0.095,29322,0
19478,0.905,0.095,66772,0
5377,0.905,0.095,19363,0
322,0.905,0.095,1588,0
8618,0.905,0.095,31775,0
743,0.905,0.095,3062,0
18944,0.905,0.095,64784,0
21821,0.905,0.095,74432,0
20517,0.905,0.095,70420,0
3462,0.905,0.095,13646,0
15347,0.905,0.095,54821,0
11640,0.905,0.095,43545,0
12695,0.905,0.095,46989,0
17080,0.905,0.095,59434,0
8142,0.905,0.095,30028,0
3170,0.905,0.095,12934,0
6703,0.905,0.095,25252,0
25689,0.905,0.095,96117,0
26449,0.905,0.095,99585,0
23064,0.905,0.095,78648,0
22821,0.905,0.095,77974,0
10726,0.905,0.095,39702,0
12219,0.905,0.095,45388,0
3724,0.905,0.095,14506,0
23366,0.905,0.095,79754,0
1499,0.905,0.095,5465,0
23365,0.905,0.095,79752,0
22819,0.905,0.095,77970,0
12774,0.905,0.095,47226,0
21041,0.905,0.095,72058,0
10631,0.905,0.095,39350,0
26061,0.905,0.095,98047,0
7950,0.905,0.095,29468,0
19282,0.905,0.095,66007,0
5111,0.905,0.095,18302,0
16886,0.905,0.095,58762,0
18666,0.905,0.095,63880,0
15949,0.905,0.095,56292,0
25228,0.905,0.095,93648,0
25241,0.905,0.095,93673,0
7976,0.905,0.095,29527,0
3959,0.905,0.095,15074,0
3019,0.905,0.095,12574,0
17547,0.905,0.095,61258,0
9036,0.905,0.095,33579,0
226,0.905,0.095,1267,0
22076,0.905,0.095,75227,0
22828,0.905,0.095,77983,0
3744,0.905,0.095,14542,0
25237,0.905,0.095,93666,0
23248,0.905,0.095,79311,0
14273,0.905,0.095,50854,0
15465,0.905,0.095,55040,0
23269,0.905,0.095,79357,0
16353,0.905,0.095,57331,0
9243,0.905,0.095,34734,0
3743,0.905,0.095,14541,0
3316,0.905,0.095,13215,0
7944,0.905,0.095,29451,0
23362,0.905,0.095,79745,0
23351,0.905,0.095,79730,0
14840,0.905,0.095,53149,0
22127,0.905,0.095,75459,0
15328,0.905,0.095,54765,0
10249,0.905,0.095,38320,0
23465,0.905,0.095,80454,0
25033,0.905,0.095,92274,0
8164,0.905,0.095,30107,0
11200,0.905,0.095,41776,0
14240,0.905,0.095,50669,0
10466,0.905,0.095,38849,0
12911,0.905,0.095,47562,0
12169,0.905,0.095,45320,0
20748,0.905,0.095,71219,0
12281,0.905,0.095,45673,0
24113,0.905,0.095,84018,0
1579,0.905,0.095,5772,0
16927,0.905,0.095,59001,0
18785,0.905,0.095,64427,0
11857,0.905,0.095,44233,0
9320,0.905,0.095,35085,0
11045,0.905,0.095,41166,0
12080,0.905,0.095,45053,0
21010,0.905,0.095,72012,0
23275,0.905,0.095,79367,0
12182,0.905,0.095,45336,0
23767,0.905,0.095,82227,0
24135,0.905,0.095,84051,0
26066,0.905,0.095,98077,0
1178,0.905,0.095,4530,0
13196,0.905,0.095,48370,0
3684,0.905,0.095,14414,0
7939,0.905,0.095,29445,0
20123,0.905,0.095,68631,0
16010,0.905,0.095,56376,0
13841,0.905,0.095,49905,0
22906,0.905,0.095,78147,0
17433,0.905,0.095,60940,0
14761,0.905,0.095,52806,0
2856,0.905,0.095,12157,0
2006,0.905,0.095,7305,0
22379,0.905,0.095,76265,0
5950,0.905,0.095,22834,0
11258,0.905,0.095,42053,0
24261,0.905,0.095,84656,0
21426,0.905,0.095,73014,0
1932,0.905,0.095,7031,0
1772,0.905,0.095,6415,0
5725,0.905,0.095,21658,0
22404,0.905,0.095,76372,0
2162,0.905,0.095,7850,0
8525,0.905,0.095,31513,0
18522,0.905,0.095,63469,0
17850,0.905,0.095,61914,0
15669,0.905,0.095,55797,0
14070,0.905,0.095,50424,0
841,0.905,0.095,3461,0
2197,0.905,0.095,7950,0
1783,0.905,0.095,6438,0
16491,0.905,0.095,57625,0
8441,0.905,0.095,31028,0
2517,0.905,0.095,10501,0
2203,0.905,0.095,7979,0
7579,0.905,0.095,28431,0
18155,0.905,0.095,62550,0
9991,0.905,0.095,37359,0
22490,0.905,0.095,76624,0
17528,0.905,0.095,61230,0
21903,0.905,0.095,74651,0
9927,0.905,0.095,37178,0
22654,0.905,0.095,77358,0
1946,0.905,0.095,7047,0
21851,0.905,0.095,74501,0
9923,0.905,0.095,37166,0
21715,0.905,0.095,74020,0
22344,0.905,0.095,76103,0
12538,0.905,0.095,46394,0
5711,0.905,0.095,21641,0
1758,0.905,0.095,6380,0
22002,0.905,0.095,74954,0
26252,0.905,0.095,98832,0
13759,0.905,0.095,49775,0
8832,0.905,0.095,32579,0
17953,0.905,0.095,62207,0
946,0.905,0.095,3862,0
23715,0.905,0.095,81428,0
7507,0.905,0.095,28215,0
17847,0.905,0.095,61911,0
23840,0.905,0.095,82838,0
14732,0.905,0.095,52746,0
14564,0.905,0.095,52216,0
20252,0.905,0.095,68841,0
12493,0.905,0.095,46184,0
20815,0.905,0.095,71360,0
24393,0.905,0.095,85371,0
18657,0.905,0.095,63868,0
4460,0.905,0.095,16321,0
23670,0.905,0.095,81220,0
24380,0.905,0.095,85347,0
19038,0.905,0.095,65246,0
20752,0.905,0.095,71225,0
17750,0.905,0.095,61727,0
19721,0.905,0.095,67455,0
13098,0.905,0.095,48079,0
2433,0.905,0.095,8807,0
15031,0.905,0.095,54015,0
4515,0.905,0.095,16428,0
681,0.905,0.095,2861,0
2429,0.905,0.095,8801,0
1894,0.905,0.095,6878,0
23853,0.905,0.095,82939,0
8454,0.905,0.095,31047,0
9138,0.905,0.095,33966,0
2225,0.905,0.095,8023,0
11238,0.905,0.095,42024,0
11240,0.905,0.095,42027,0
14201,0.905,0.095,50616,0
16069,0.905,0.095,56520,0
2394,0.905,0.095,8619,0
8496,0.905,0.095,31206,0
12471,0.905,0.095,46148,0
18287,0.905,0.095,62871,0
24326,0.905,0.095,84780,0
5293,0.905,0.095,18977,0
20236,0.905,0.095,68822,0
22544,0.905,0.095,76708,0
12555,0.905,0.095,46524,0
24195,0.905,0.095,84333,0
5260,0.905,0.095,18837,0
1975,0.905,0.095,7082,0
1701,0.905,0.095,6226,0
614,0.905,0.095,2715,0
11610,0.905,0.095,43469,0
4668,0.905,0.095,16901,0
24226,0.905,0.095,84601,0
1063,0.905,0.095,4250,0
15718,0.905,0.095,55959,0
21889,0.905,0.095,74604,0
2609,0.905,0.095,10993,0
23564,0.905,0.095,80819,0
23858,0.905,0.095,83013,0
7673,0.905,0.095,28605,0
8391,0.905,0.095,30752,0
24601,0.905,0.095,87121,0
6042,0.905,0.095,23115,0
5048,0.905,0.095,18053,0
9090,0.905,0.095,33847,0
18968,0.905,0.095,64863,0
10170,0.905,0.095,38030,0
20143,0.905,0.095,68655,0
2025,0.905,0.095,7430,0
7283,0.905,0.095,27559,0
5409,0.905,0.095,19518,0
14066,0.905,0.095,50327,0
4672,0.905,0.095,16915,0
1062,0.905,0.095,4240,0
5685,0.905,0.095,21545,0
5025,0.905,0.095,17978,0
12370,0.905,0.095,45845,0
11013,0.905,0.095,41046,0
22017,0.905,0.095,75051,0
7630,0.905,0.095,28521,0
21430,0.905,0.095,73018,0
618,0.905,0.095,2720,0
19657,0.905,0.095,67215,0
9329,0.905,0.095,35112,0
21897,0.905,0.095,74641,0
260,0.91,0.09,1432,0
17147,0.91,0.09,59635,0
12948,0.91,0.09,47640,0
7544,0.91,0.09,28366,0
5591,0.91,0.09,20838,0
8917,0.91,0.09,32948,0
10390,0.91,0.09,38631,0
14418,0.91,0.09,51530,0
21610,0.91,0.09,73647,0
3223,0.91,0.09,13031,0
386,0.91,0.09,1864,0
8911,0.91,0.09,32920,0
21139,0.91,0.09,72351,0
1876,0.91,0.09,6804,0
961,0.91,0.09,3885,0
2042,0.91,0.09,7462,0
7520,0.91,0.09,28332,0
19802,0.91,0.09,67628,0
12017,0.91,0.09,44804,0
2237,0.91,0.09,8038,0
20225,0.91,0.09,68801,0
24221,0.91,0.09,84535,0
3445,0.91,0.09,13622,0
10375,0.91,0.09,38610,0
4916,0.91,0.09,17742,0
1336,0.91,0.09,4928,0
8586,0.91,0.09,31649,0
26261,0.91,0.09,98847,0
3873,0.91,0.09,14845,0
18359,0.91,0.09,62958,0
12611,0.91,0.09,46750,0
17846,0.91,0.09,61910,0
22147,0.91,0.09,75489,0
12167,0.91,0.09,45318,0
25325,0.91,0.09,95005,0
22447,0.91,0.09,76474,0
3888,0.91,0.09,14872,0
26191,0.91,0.09,98587,0
3523,0.91,0.09,13775,0
25592,0.91,0.09,95959,0
10682,0.91,0.09,39520,0
7683,0.91,0.09,28618,0
4998,0.91,0.09,17935,0
23336,0.91,0.09,79562,0
20542,0.91,0.09,70466,0
22941,0.91,0.09,78336,0
24208,0.91,0.09,84518,0
16305,0.91,0.09,57241,0
4719,0.91,0.09,17034,0
12936,0.91,0.09,47613,0
11476,0.91,0.09,43061,0
23947,0.91,0.09,83344,0
5630,0.91,0.09,21087,0
664,0.91,0.09,2828,0
7679,0.91,0.09,28613,0
25589,0.91,0.09,95955,0
3506,0.91,0.09,13736,0
3137,0.91,0.09,12861,0
16477,0.91,0.09,57571,0
18512,0.91,0.09,63457,0
9391,0.91,0.09,35446,0
590,0.91,0.09,2647,0
9773,0.91,0.09,36693,0
21620,0.91,0.09,73663,0
1323,0.91,0.09,4910,0
23026,0.91,0.09,78589,0
637,0.91,0.09,2766,0
17871,0.91,0.09,61953,0
17852,0.91,0.09,61919,0
15246,0.91,0.09,54616,0
22465,0.91,0.09,76531,0
14976,0.91,0.09,53901,0
9941,0.91,0.09,37207,0
17060,0.91,0.09,59353,0
22183,0.91,0.09,75633,0
23867,0.91,0.09,83115,0
403,0.91,0.09,1921,0
8946,0.91,0.09,33054,0
3406,0.91,0.09,13468,0
14988,0.91,0.09,53928,0
12546,0.91,0.09,46409,0
14428,0.91,0.09,51542,0
8996,0.91,0.09,33436,0
8075,0.91,0.09,29745,0
22126,0.91,0.09,75457,0
6770,0.91,0.09,25526,0
22125,0.91,0.09,75455,0
4639,0.91,0.09,16844,0
1307,0.91,0.09,4848,0
5690,0.91,0.09,21607,0
14640,0.91,0.09,52361,0
24240,0.91,0.09,84632,0
14894,0.91,0.09,53527,0
21801,0.91,0.09,74361,0
16643,0.91,0.09,58238,0
14315,0.91,0.09,51039,0
9514,0.91,0.09,35775,0
625,0.91,0.09,2739,0
11401,0.91,0.09,42553,0
19432,0.91,0.09,66609,0
3340,0.91,0.09,13327,0
25229,0.91,0.09,93650,0
4600,0.91,0.09,16727,0
5723,0.91,0.09,21655,0
17331,0.91,0.09,60424,0
24199,0.91,0.09,84337,0
21417,0.91,0.09,73004,0
11031,0.91,0.09,41102,0
26241,0.91,0.09,98815,0
5760,0.91,0.09,21754,0
3779,0.91,0.09,14619,0
22438,0.91,0.09,76459,0
24294,0.91,0.09,84741,0
23276,0.91,0.09,79369,0
25187,0.91,0.09,93529,0
23956,0.91,0.09,83406,0
375,0.91,0.09,1841,0
2206,0.91,0.09,8001,0
14186,0.91,0.09,50594,0
15213,0.91,0.09,54538,0
18217,0.91,0.09,62684,0
1334,0.91,0.09,4925,0
12037,0.91,0.09,44839,0
14987,0.91,0.09,53926,0
23937,0.91,0.09,83327,0
14181,0.91,0.09,50586,0
14670,0.91,0.09,52570,0
8191,0.91,0.09,30180,0
1401,0.91,0.09,5051,0
23072,0.91,0.09,78669,0
23254,0.91,0.09,79323,0
19757,0.91,0.09,67521,0
7558,0.91,0.09,28387,0
20605,0.91,0.09,70645,0
5414,0.91,0.09,19529,0
6855,0.91,0.09,25848,0
1910,0.91,0.09,7005,0
2047,0.91,0.09,7481,0
5162,0.91,0.09,18435,0
11010,0.91,0.09,41043,0
20087,0.91,0.09,68454,0
6730,0.91,0.09,25315,0
17937,0.91,0.09,62087,0
24632,0.91,0.09,87421,0
17077,0.91,0.09,59430,0
22789,0.91,0.09,77835,0
20277,0.91,0.09,68873,0
23797,0.91,0.09,82434,0
22786,0.91,0.09,77808,0
25401,0.91,0.09,95383,0
14836,0.91,0.09,53139,0
19590,0.91,0.09,67053,0
14364,0.91,0.09,51341,0
16980,0.91,0.09,59068,0
24047,0.91,0.09,83656,0
7811,0.91,0.09,29039,0
24584,0.91,0.09,87048,0
15671,0.91,0.09,55803,0
696,0.91,0.09,2888,0
14248,0.91,0.09,50677,0
23857,0.91,0.09,82945,0
4179,0.91,0.09,15636,0
8826,0.91,0.09,32566,0
12353,0.91,0.09,45819,0
21768,0.91,0.09,74116,0
18751,0.91,0.09,64125,0
9316,0.91,0.09,35078,0
18072,0.91,0.09,62420,0
13197,0.91,0.09,48371,0
18129,0.91,0.09,62517,0
5283,0.91,0.09,18947,0
498,0.91,0.09,2190,0
17705,0.91,0.09,61532,0
24040,0.91,0.09,83644,0
22809,0.91,0.09,77905,0
12767,0.91,0.09,47172,0
24043,0.91,0.09,83648,0
11108,0.91,0.09,41517,0
18320,0.91,0.09,62910,0
17537,0.91,0.09,61241,0
24698,0.91,0.09,87728,0
15705,0.91,0.09,55944,0
26529,0.91,0.09,99694,0
16124,0.91,0.09,56590,0
10869,0.91,0.09,40313,0
13994,0.91,0.09,50168,0
22283,0.91,0.09,75937,0
6149,0.91,0.09,23703,0
525,0.91,0.09,2379,0
11582,0.91,0.09,43420,0
14362,0.91,0.09,51334,0
5997,0.91,0.09,23004,0
23490,0.91,0.09,80515,0
11573,0.91,0.09,43358,0
15689,0.91,0.09,55923,0
18706,0.91,0.09,64035,0
18732,0.91,0.09,64083,0
13585,0.91,0.09,49323,0
17593,0.91,0.09,61337,0
24495,0.91,0.09,86054,0
14722,0.91,0.09,52727,0
13476,0.91,0.09,49071,0
5568,0.91,0.09,20733,0
447,0.91,0.09,2090,0
17168,0.91,0.09,59729,0
12265,0.91,0.09,45648,0
19217,0.91,0.09,65706,0
25419,0.91,0.09,95429,0
26501,0.91,0.09,99661,0
4196,0.91,0.09,15670,0
22726,0.91,0.09,77530,0
19193,0.91,0.09,65657,0
466,0.91,0.09,2128,0
543,0.91,0.09,2468,0
24785,0.91,0.09,88130,0
14358,0.91,0.09,51249,0
14212,0.91,0.09,50630,0
14818,0.91,0.09,53094,0
5972,0.91,0.09,22937,0
24477,0.91,0.09,86024,0
8446,0.91,0.09,31035,0
9228,0.91,0.09,34638,0
692,0.91,0.09,2881,0
20437,0.91,0.09,69356,0
20805,0.91,0.09,71345,0
3944,0.91,0.09,15053,0
23677,0.91,0.09,81233,0
8280,0.91,0.09,30450,0
15810,0.91,0.09,56093,0
3031,0.91,0.09,12592,0
17093,0.91,0.09,59453,0
19107,0.91,0.09,65452,0
24625,0.91,0.09,87413,0
4267,0.91,0.09,15774,0
5074,0.91,0.09,18091,0
18066,0.91,0.09,62411,0
3043,0.91,0.09,12732,0
16278,0.91,0.09,57075,0
12454,0.91,0.09,46111,0
16814,0.91,0.09,58571,0
14219,0.91,0.09,50641,0
7246,0.91,0.09,27358,0
17751,0.91,0.09,61728,0
19859,0.91,0.09,67752,0
1703,0.91,0.09,6232,0
1498,0.91,0.09,5464,0
13666,0.91,0.09,49628,0
3949,0.91,0.09,15059,0
9037,0.91,0.09,33584,0
15357,0.91,0.09,54836,0
11519,0.91,0.09,43154,0
7474,0.91,0.09,28112,0
8386,0.91,0.09,30741,0
14555,0.91,0.09,52207,0
13812,0.91,0.09,49863,0
18959,0.91,0.09,64849,0
21691,0.91,0.09,73931,0
12618,0.91,0.09,46765,0
15574,0.91,0.09,55398,0
20743,0.91,0.09,71118,0
22361,0.91,0.09,76228,0
13446,0.91,0.09,49030,0
14125,0.91,0.09,50517,0
19100,0.91,0.09,65439,0
12189,0.91,0.09,45345,0
13964,0.91,0.09,50133,0
20643,0.91,0.09,70744,0
2415,0.91,0.09,8735,0
13547,0.91,0.09,49256,0
12460,0.91,0.09,46122,0
19559,0.91,0.09,67005,0
2419,0.91,0.09,8741,0
17516,0.91,0.09,61085,0
14739,0.915,0.085,52753,0
8938,0.915,0.085,33032,0
18548,0.915,0.085,63556,0
267,0.915,0.085,1452,0
9947,0.915,0.085,37220,0
12054,0.915,0.085,44861,0
1608,0.915,0.085,5851,0
22167,0.915,0.085,75565,0
3508,0.915,0.085,13740,0
1700,0.915,0.085,6120,0
14948,0.915,0.085,53598,0
19949,0.915,0.085,68064,0
6670,0.915,0.085,25161,0
23063,0.915,0.085,78645,0
17425,0.915,0.085,60929,0
5464,0.915,0.085,19941,0
12651,0.915,0.085,46901,0
7223,0.915,0.085,27301,0
16863,0.915,0.085,58725,0
22455,0.915,0.085,76491,0
9747,0.915,0.085,36572,0
18830,0.915,0.085,64483,0
4891,0.915,0.085,17563,0
15895,0.915,0.085,56222,0
12039,0.915,0.085,44841,0
2040,0.915,0.085,7460,0
15535,0.915,0.085,55336,0
24068,0.915,0.085,83813,0
3458,0.915,0.085,13639,0
3455,0.915,0.085,13636,0
12697,0.915,0.085,46991,0
10168,0.915,0.085,38024,0
12567,0.915,0.085,46553,0
3488,0.915,0.085,13679,0
18120,0.915,0.085,62479,0
14738,0.915,0.085,52752,0
18608,0.915,0.085,63755,0
20726,0.915,0.085,71067,0
8780,0.915,0.085,32409,0
25177,0.915,0.085,93510,0
21751,0.915,0.085,74070,0
19136,0.915,0.085,65559,0
20549,0.915,0.085,70517,0
714,0.915,0.085,2914,0
7312,0.915,0.085,27807,0
19358,0.915,0.085,66408,0
7677,0.915,0.085,28611,0
2600,0.915,0.085,10980,0
5200,0.915,0.085,18603,0
1488,0.915,0.085,5452,0
19159,0.915,0.085,65613,0
5208,0.915,0.085,18619,0
11055,0.915,0.085,41201,0
8013,0.915,0.085,29614,0
24027,0.915,0.085,83624,0
2233,0.915,0.085,8034,0
3210,0.915,0.085,12989,0
585,0.915,0.085,2641,0
25720,0.915,0.085,96722,0
22530,0.915,0.085,76679,0
20620,0.915,0.085,70662,0
5040,0.915,0.085,18036,0
21448,0.915,0.085,73044,0
1887,0.915,0.085,6850,0
19259,0.915,0.085,65769,0
589,0.915,0.085,2646,0
21707,0.915,0.085,74003,0
19053,0.915,0.085,65264,0
560,0.915,0.085,2540,0
2431,0.915,0.085,8804,0
25248,0.915,0.085,93908,0
26343,0.915,0.085,99129,0
10400,0.915,0.085,38647,0
22970,0.915,0.085,78384,0
14394,0.915,0.085,51448,0
13579,0.915,0.085,49310,0
15102,0.915,0.085,54210,0
7487,0.915,0.085,28138,0
18998,0.915,0.085,65049,0
12620,0.915,0.085,46767,0
8893,0.915,0.085,32805,0
12614,0.915,0.085,46760,0
2297,0.915,0.085,8109,0
12158,0.915,0.085,45308,0
22557,0.915,0.085,76845,0
22225,0.915,0.085,75758,0
23880,0.915,0.085,83210,0
6955,0.915,0.085,26203,0
25531,0.915,0.085,95674,0
16820,0.915,0.085,58579,0
12787,0.915,0.085,47250,0
25288,0.915,0.085,94573,0
24110,0.915,0.085,84006,0
10093,0.915,0.085,37772,0
12480,0.915,0.085,46162,0
3174,0.915,0.085,12939,0
25521,0.915,0.085,95659,0
17543,0.915,0.085,61252,0
13262,0.915,0.085,48602,0
2438,0.915,0.085,8816,0
18165,0.915,0.085,62563,0
3098,0.915,0.085,12812,0
25702,0.915,0.085,96136,0
20707,0.915,0.085,71037,0
20593,0.915,0.085,70615,0
2545,0.915,0.085,10560,0
342,0.915,0.085,1731,0
17365,0.915,0.085,60484,0
754,0.915,0.085,3087,0
14312,0.915,0.085,51036,0
25599,0.915,0.085,95970,0
3339,0.915,0.085,13326,0
19321,0.915,0.085,66075,0
21059,0.915,0.085,72084,0
